Document_ID1	Document_ID2	Similarity
1117	1118	0.7809318886558196
895	888	0.7381888695714799
888	895	0.7381888695714799
8369	1336	0.9999999999999999
7319	6843	0.7382893107266093
1785	1766	0.7350059406146175
1785	14183	0.7777424632822943
1785	1795	0.7750006210729188
8281	8282	0.9408195472553628
5954	9912	0.764674373089905
3484	3444	0.7424266704300777
3484	3471	0.7094625945286243
3484	3496	0.7363565855223003
3444	3484	0.7424266704300777
3444	3471	0.7736635652235201
3444	3496	0.7034543690467162
10098	10097	0.7117032547371459
14707	14702	0.9492140309690263
5340	5342	0.961111173966638
299	304	0.8512844007928716
876	867	0.804283642598485
149	169	0.7184073762424523
10815	10822	0.7434536806813467
3471	3484	0.7094625945286243
3471	3444	0.7736635652235201
14702	14707	0.9492140309690263
5342	5340	0.961111173966638
6932	6922	1.0000000000000002
13926	7885	0.8073064567156764
1118	1117	0.7809318886558196
2877	5974	0.9999999999999999
3415	3399	0.8332920255537126
10099	10097	0.7620872345740602
1160	1152	0.7204691592335588
7885	13926	0.8073064567156764
3556	3553	0.8981545476395566
9912	5954	0.764674373089905
312	315	0.922734090884484
14121	993	0.7014468601005507
7969	7972	0.7321066871878912
9891	9883	0.7025417195015982
1766	1785	0.7350059406146175
1766	14183	0.9252755412766956
1766	1795	0.8377060834549902
993	14121	0.7014468601005507
3087	3086	0.7956648459646883
8282	8281	0.9408195472553628
304	299	0.8512844007928716
6468	6467	0.8565936584334319
10693	10725	0.9348803607002789
315	312	0.922734090884484
6851	3285	0.8117025234788787
6000	6017	0.7349001866855891
10725	10693	0.9348803607002789
3086	3087	0.7956648459646883
3086	903	0.7329836713628095
867	876	0.804283642598485
1152	1160	0.7204691592335588
8643	8729	0.9367379544611947
10097	10098	0.7117032547371459
10097	10099	0.7620872345740602
6843	7319	0.7382893107266093
3100	3114	0.914175060174993
3114	3100	0.914175060174993
14183	1785	0.7777424632822943
14183	1766	0.9252755412766956
14183	1795	0.8886687095109027
169	149	0.7184073762424523
1795	1785	0.7750006210729188
1795	1766	0.8377060834549902
1795	14183	0.8886687095109027
8729	8643	0.9367379544611947
6922	6932	1.0000000000000002
903	3086	0.7329836713628095
13986	3870	0.7698845750956974
6017	6000	0.7349001866855891
3496	3484	0.7363565855223003
3496	3444	0.7034543690467162
10822	10815	0.7434536806813467
3870	13986	0.7698845750956974
7972	7969	0.7321066871878912
3399	3415	0.8332920255537126
1336	8369	0.9999999999999999
5974	2877	0.9999999999999999
6467	6468	0.8565936584334319
3285	6851	0.8117025234788787
9883	9891	0.7025417195015982
3553	3556	0.8981545476395566
14781	12953	0.7077587053561701
1880	1901	0.7356522410384425
12804	12794	0.7116365687320705
12878	12751	0.7157621127787606
12878	12953	0.7545310931351434
12878	12183	0.7312104658110221
12878	12643	0.7571023167444298
12878	2184	0.7031841786737145
12878	9643	0.7010595687591943
12878	12788	0.7339481319992495
414	424	1.0
5830	5739	0.7128335117099566
12834	12843	0.7124025875601679
5619	12953	0.7242145823896268
5619	13046	0.7435248611311539
12794	12804	0.7116365687320705
5671	5681	0.7048866793551049
12751	12878	0.7157621127787606
12751	12953	0.7279715344780804
12751	12643	0.7316361890778307
12751	12788	0.7105072465689101
9029	9054	0.773527792424486
1901	1880	0.7356522410384425
10946	9692	0.7099414590933374
1545	15130	0.7386784621350424
12953	14781	0.7077587053561701
12953	12878	0.7545310931351434
12953	5619	0.7242145823896268
12953	12751	0.7279715344780804
12953	13046	0.7439898838181581
12953	12183	0.7294502362075652
12953	12643	0.7656021222920375
12953	2184	0.7050630212074631
12953	9643	0.7263338244298349
12953	12788	0.7373188850066282
10950	14169	0.8730117076088042
15130	1545	0.7386784621350424
424	414	1.0
9692	10946	0.7099414590933374
353	351	0.7422414721108384
13046	5619	0.7435248611311539
13046	12953	0.7439898838181581
13046	5870	0.7035860291647547
13046	12643	0.7392556196245762
2174	14814	0.7421545674215274
12843	12834	0.7124025875601679
9054	9029	0.773527792424486
5870	13046	0.7035860291647547
5681	5671	0.7048866793551049
15145	15144	0.877732304245576
12876	12867	0.7982040546272846
14814	2174	0.7421545674215274
12183	12878	0.7312104658110221
12183	12953	0.7294502362075652
12183	12643	0.7414420542654071
12183	12788	0.7206696458833045
15152	12712	0.817981193574619
12867	12876	0.7982040546272846
1948	15185	0.8321282355255768
15185	1948	0.8321282355255768
12643	12878	0.7571023167444298
12643	12751	0.7316361890778307
12643	12953	0.7656021222920375
12643	13046	0.7392556196245762
12643	12183	0.7414420542654071
12643	9643	0.7038483257321293
12643	12788	0.7497542540631233
2184	12878	0.7031841786737145
2184	12953	0.7050630212074631
2184	12788	0.7107562528435417
5739	5830	0.7128335117099566
9643	12878	0.7010595687591943
9643	12953	0.7263338244298349
9643	12643	0.7038483257321293
351	353	0.7422414721108384
12788	12878	0.7339481319992495
12788	12751	0.7105072465689101
12788	12953	0.7373188850066282
12788	12183	0.7206696458833045
12788	12643	0.7497542540631233
12788	2184	0.7107562528435417
12712	15152	0.817981193574619
14169	10950	0.8730117076088042
15144	15145	0.877732304245576
14933	11552	0.7061725661679208
8943	13347	0.7572944131385034
12232	12233	0.8164625642682175
14966	13274	0.7395573505580563
14966	14980	0.7835950230505525
14966	15288	0.8900919575469407
14966	13275	0.8059825755700938
14966	4703	0.778058893116221
14966	13271	0.7750034056385072
14436	4884	0.7127949093143245
10609	10590	0.7437447524618173
4527	4562	0.7613314684106235
4636	4637	0.7569227166948884
13347	8943	0.7572944131385034
13274	14966	0.7395573505580563
13274	15288	0.8076588376319015
13274	13275	0.7720163916656977
13274	13271	0.7689190526534204
4834	4815	0.9999999999999999
3988	3955	0.9999999999999996
13989	3843	0.7053773346089757
13340	5155	1.0000000000000002
11533	11536	0.713205238897732
6116	6107	0.7205051786434156
15211	6319	1.0000000000000004
14980	14966	0.7835950230505525
14980	15288	0.7562110053866429
14980	13275	0.7111212465388763
14980	13271	0.7048364159473424
8961	8962	0.737588878050809
15093	12418	0.7711742169132001
11752	11660	0.8313926559708031
3915	3923	0.7208221222821852
12301	12318	0.7887217167631677
6107	6116	0.7205051786434156
6319	15211	1.0000000000000004
15288	14966	0.8900919575469407
15288	13274	0.8076588376319015
15288	14980	0.7562110053866429
15288	13275	0.8450939782981177
15288	4703	0.763496416852393
15288	13271	0.8352429568554485
10477	10476	0.7141650048605329
13275	14966	0.8059825755700938
13275	13274	0.7720163916656977
13275	14980	0.7111212465388763
13275	15288	0.8450939782981177
13275	4703	0.7628100455051829
13275	13271	0.8094193545019239
11536	11533	0.713205238897732
4703	14966	0.778058893116221
4703	15288	0.763496416852393
4703	13275	0.7628100455051829
4733	4763	0.9999999999999992
15310	15312	0.9999999999999996
4884	14436	0.7127949093143245
12024	11817	0.9999999999999999
4815	4834	0.9999999999999999
13361	15253	0.8009591938742607
11660	11752	0.8313926559708031
10682	10761	0.8048692168675524
3843	13989	0.7053773346089757
10417	10435	0.7332199203752586
5155	13340	1.0000000000000002
12318	12301	0.7887217167631677
4763	4733	0.9999999999999992
3923	3915	0.7208221222821852
15045	15046	0.737860726226216
5166	5140	1.0000000000000013
10476	10477	0.7141650048605329
12233	12232	0.8164625642682175
14733	8986	0.7055294119998153
8962	8961	0.737588878050809
10435	10417	0.7332199203752586
10761	10682	0.8048692168675524
12418	15093	0.7711742169132001
4614	4038	0.9474038764738962
14853	10760	0.7016719796499641
13271	14966	0.7750034056385072
13271	13274	0.7689190526534204
13271	14980	0.7048364159473424
13271	15288	0.8352429568554485
13271	13275	0.8094193545019239
5140	5166	1.0000000000000013
8986	14733	0.7055294119998153
10760	14853	0.7016719796499641
12247	12201	0.7664323509040146
14834	11010	0.7022720735832954
4562	4527	0.7613314684106235
15253	13361	0.8009591938742607
11817	12024	0.9999999999999999
10419	10404	0.7029157952404671
15046	15045	0.737860726226216
3955	3988	0.9999999999999996
12201	12247	0.7664323509040146
10590	10609	0.7437447524618173
15312	15310	0.9999999999999996
4038	4614	0.9474038764738962
10404	10419	0.7029157952404671
11552	14933	0.7061725661679208
4637	4636	0.7569227166948884
11010	14834	0.7022720735832954
7811	7809	0.8014111217641553
7811	7818	0.9530131304610615
3536	3531	0.8638821014939957
2455	2454	0.769403995313572
2455	9798	0.8625479721648457
9970	14802	0.83490464689393
14802	9970	0.83490464689393
14802	9956	0.720326963971955
11304	11309	0.7934154354244589
13983	13982	0.7139968500274038
2827	2817	0.7882943593226858
14887	11441	0.7557182869311623
792	14101	0.7008778424772459
2466	2453	0.7174733509227498
2466	9992	0.7425579179185624
9096	9052	0.8546229433860917
9948	9947	0.8828849034758285
7134	14566	0.8245896876663417
11471	11476	0.7574006122236204
11471	8795	0.8013179668513813
11471	11478	0.7197583717358366
13982	13983	0.7139968500274038
11134	14873	0.9136219756497893
11134	11125	0.882431357481693
2453	2466	0.7174733509227498
9821	9825	1.0000000000000004
3312	14329	0.7564702753338363
11441	14887	0.7557182869311623
14329	3312	0.7564702753338363
14329	3310	0.7577727295704756
1697	1700	0.8513912084595148
2503	2501	0.8562047471058122
2393	13996	0.7636870045785674
11312	11317	0.8913188913029744
11312	11318	0.8450304080134133
8748	11281	0.7140672515201939
9478	9480	0.9907073359344193
7494	7477	0.7177883322514399
2367	14237	0.9146733611670054
2272	2281	0.753561892271142
7809	7811	0.8014111217641553
7809	7818	0.7751868235507592
9976	9964	0.7691088424269712
9976	9963	0.7013786418301347
9976	9969	0.7079571149042383
9956	14802	0.720326963971955
8579	2985	0.8066979763427232
8579	2975	0.8581709963215165
2512	2527	0.8789928374981006
8780	8784	0.8839241163810101
9048	7697	0.7478618713920583
13996	2393	0.7636870045785674
14915	11106	0.8563080247214047
7420	7410	0.7591535310455504
11303	11311	0.9011022922471531
899	901	0.9137799420977489
11485	11492	0.7187105132323174
2281	2272	0.753561892271142
8594	8585	0.7646591530609937
2386	2400	0.8969011200924056
2386	2608	0.721535241052361
9947	9948	0.8828849034758285
2965	2955	0.7225141200326911
7530	7543	0.7019214762419185
7358	7354	0.8612007741126384
