Document_ID1	Document_ID2	Similarity
2817	2827	0.7882943593226858
14873	11134	0.9136219756497893
14873	11125	0.8060470791184687
7608	7842	0.8887953285760255
3314	3316	0.8808251825536519
11309	11304	0.7934154354244589
14237	2367	0.9146733611670054
231	229	0.8031582767252825
231	2758	0.8480265515014332
8607	8734	0.8955663894967144
7412	7399	0.7623820160524424
7412	7398	0.8773314568376899
3737	2749	0.7077404730172132
2287	2284	0.8298332761505546
2287	2298	0.8304772089844753
14101	792	0.7008778424772459
7825	7841	0.9380910334933715
9415	7575	0.7710205164342094
2749	3737	0.7077404730172132
2454	2455	0.769403995313572
2985	8579	0.8066979763427232
2985	2975	0.7261998842743447
11476	11471	0.7574006122236204
11476	8795	0.7436819038277089
11476	11487	0.730378794959472
11476	11478	0.8248400187381978
2922	2911	0.9999999999999997
10174	10173	0.7378785735480481
9964	9976	0.7691088424269712
11334	11333	0.7726327833908743
2372	2371	0.7283125044223532
8795	11471	0.8013179668513813
8795	11476	0.7436819038277089
8795	11478	0.8042108582578182
7842	7608	0.8887953285760255
11125	11134	0.882431357481693
11125	14873	0.8060470791184687
9720	9717	0.7609578792616438
9720	9711	0.7148977498146909
7632	11222	0.9485638947670705
2912	2931	0.9999999999999994
7575	9415	0.7710205164342094
11487	11476	0.730378794959472
11487	11478	0.8296693102524083
3316	3314	0.8808251825536519
8902	8907	0.9167644207157895
9972	9974	0.9216687462756338
2501	2503	0.8562047471058122
2848	2858	0.8554867763689487
2848	2847	0.855434373308738
2848	2846	0.8430858187768615
2400	2386	0.8969011200924056
2400	2608	0.7397534202447654
2284	2287	0.8298332761505546
2284	2298	0.9377210728127175
11478	11471	0.7197583717358366
11478	11476	0.8248400187381978
11478	8795	0.8042108582578182
11478	11487	0.8296693102524083
1271	14146	0.8862993059827622
9992	2466	0.7425579179185624
2611	14245	0.7164730487336654
2611	14242	0.7164730487336654
1312	763	0.7944832429063116
2608	2386	0.721535241052361
2608	2400	0.7397534202447654
2608	2406	0.7804738460898133
2801	2792	0.7567226715351945
2801	2802	0.7583755763240372
2418	3385	0.7715996008918705
7399	7412	0.7623820160524424
7399	7398	0.8065050049464191
7546	7579	0.8625825836961308
11311	11303	0.9011022922471531
11281	8748	0.7140672515201939
2792	2801	0.7567226715351945
2792	2802	0.9314251375428173
14107	905	0.709522600669078
2333	2344	0.8672349871940466
3338	7739	0.8195494407265564
3400	14341	0.8828547291418386
14519	6439	0.7044860569663994
3319	3320	0.81572877402574
2975	8579	0.8581709963215165
2975	2985	0.7261998842743447
2371	2372	0.7283125044223532
3458	14342	0.8081908519901458
6439	14519	0.7044860569663994
13981	13984	0.7911235111135213
8426	7860	0.8181893500158225
905	14107	0.709522600669078
7477	7494	0.7177883322514399
7477	7476	0.83206577865558
2764	2761	0.7026052824263015
2764	2762	0.836344055308827
2764	229	0.7151088416168209
7697	9048	0.7478618713920583
7860	8426	0.8181893500158225
7841	7825	0.9380910334933715
8784	8780	0.8839241163810101
2421	2412	0.8402015876109967
9717	9720	0.7609578792616438
2412	2421	0.8402015876109967
11317	11312	0.8913188913029744
11317	11318	0.9338277228592645
2761	2764	0.7026052824263015
2761	2762	0.7723046317407876
8553	7626	0.7101703861463925
14566	7134	0.8245896876663417
2955	2965	0.7225141200326911
11345	11383	0.9955753218206096
11383	11345	0.9955753218206096
2802	2801	0.7583755763240372
2802	2792	0.9314251375428173
9963	9976	0.7013786418301347
9963	9969	0.8918315907477704
1248	14138	0.7937682530187391
7410	7420	0.7591535310455504
4173	4153	0.9021560631113412
1262	14140	0.7478010775063569
11492	11485	0.7187105132323174
2762	2764	0.836344055308827
2762	2761	0.7723046317407876
3385	2418	0.7715996008918705
14342	3458	0.8081908519901458
11333	11334	0.7726327833908743
229	231	0.8031582767252825
229	2764	0.7151088416168209
229	2758	0.7724696617179819
1330	1057	0.7862004028076479
9969	9976	0.7079571149042383
9969	9963	0.8918315907477704
14625	7754	0.7466556421521438
8585	8594	0.7646591530609937
7626	8553	0.7101703861463925
9974	9972	0.9216687462756338
14106	894	0.720587646492163
14245	2611	0.7164730487336654
14245	14242	0.9999999999999994
3310	14329	0.7577727295704756
7818	7811	0.9530131304610615
7818	7809	0.7751868235507592
11222	7632	0.9485638947670705
7579	7546	0.8625825836961308
7715	2656	0.7228789392861156
14140	1262	0.7478010775063569
4153	4173	0.9021560631113412
7739	3338	0.8195494407265564
2527	2512	0.8789928374981006
2298	2287	0.8304772089844753
2298	2284	0.9377210728127175
9052	9096	0.8546229433860917
8551	8552	0.7144422721606589
7476	7477	0.83206577865558
901	899	0.9137799420977489
894	14106	0.720587646492163
13984	13981	0.7911235111135213
2911	2922	0.9999999999999997
14138	1248	0.7937682530187391
7543	7530	0.7019214762419185
9798	2455	0.8625479721648457
2406	2608	0.7804738460898133
8907	8902	0.9167644207157895
7398	7412	0.8773314568376899
7398	7399	0.8065050049464191
14146	1271	0.8862993059827622
1057	1330	0.7862004028076479
8734	8607	0.8955663894967144
7354	7358	0.8612007741126384
2858	2848	0.8554867763689487
2858	2847	0.7968092811468702
2858	2846	0.7974868823954442
9711	9720	0.7148977498146909
9480	9478	0.9907073359344193
2931	2912	0.9999999999999994
9108	9101	0.7011034768605575
3531	3536	0.8638821014939957
2758	231	0.8480265515014332
2758	229	0.7724696617179819
763	1312	0.7944832429063116
2847	2848	0.855434373308738
2847	2858	0.7968092811468702
2847	2846	0.8115610795913458
2344	2333	0.8672349871940466
11318	11312	0.8450304080134133
11318	11317	0.9338277228592645
11106	14915	0.8563080247214047
14242	2611	0.7164730487336654
14242	14245	0.9999999999999994
14341	3400	0.8828547291418386
1700	1697	0.8513912084595148
2846	2848	0.8430858187768615
2846	2858	0.7974868823954442
2846	2847	0.8115610795913458
8552	8551	0.7144422721606589
9101	9108	0.7011034768605575
2656	7715	0.7228789392861156
3320	3319	0.81572877402574
7754	14625	0.7466556421521438
9825	9821	1.0000000000000004
10173	10174	0.7378785735480481
5209	5197	0.7125270648153288
6183	6435	0.8647597367948007
1840	4264	0.7835887778490449
6435	6183	0.8647597367948007
14785	9812	0.7777332295112154
4137	4127	0.7170882650120315
4363	613	0.7062673479324393
4343	4183	0.7161399210954136
8926	4267	0.7085082720907134
4267	8926	0.7085082720907134
7072	7080	0.7179872841409493
7072	93	0.7353592036639915
613	4363	0.7062673479324393
451	448	0.8578336902579397
3018	3026	0.9999999999999989
8900	8901	1.0000000000000002
6881	6869	0.7028182640509676
3026	3018	0.9999999999999989
6528	6527	0.9594193159245156
9812	14785	0.7777332295112154
371	364	0.9999999999999986
6985	6984	0.7095460181811964
365	445	0.7124595968069295
4183	4343	0.7161399210954136
14727	8880	0.7383345391942744
7080	7072	0.7179872841409493
4264	1840	0.7835887778490449
5197	5209	0.7125270648153288
6527	6528	0.9594193159245156
448	451	0.8578336902579397
6984	6985	0.7095460181811964
4127	4137	0.7170882650120315
5234	13151	1.0000000000000007
8901	8900	1.0000000000000002
6869	6881	0.7028182640509676
6869	6853	0.7189696686940794
445	365	0.7124595968069295
14160	1484	0.7244362017387749
1484	14160	0.7244362017387749
6853	6869	0.7189696686940794
364	371	0.9999999999999986
13151	5234	1.0000000000000007
8880	14727	0.7383345391942744
93	7072	0.7353592036639915
